FeatureID	Taxon	Confidence
00e8992b24a6093653b169d12210d64b	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__;__	0.995095828406002
00e9d2286f1d4be8b63d3aca0797b721	k__Bacteria;p__Proteobacteria;__;__;__;__;__	0.904224538626382
00ee182b98aa0bbfa7da28a13de2350b	k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;g__Lewinella;__	0.986240696442243
00efe2ed4c5b0736c05afa22e092e052	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;__	0.810725548980684
00f01a426260f622045b7ac23cdd25dd	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;__;__;__	0.758486549657574
00f19328026f1b2dd6c95eaafa708b83	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__Bacteriovorax;__	0.999997570769375
00f6ad8eafde4e934853070b579793de	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;__;__	0.997843469737398
00f75aa67751933f29fa615dbbf2dd65	k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;__;__	0.973210225572582
00f9a24f87361cd348cc963422d33fc2	k__Bacteria;__;__;__;__;__;__	0.932089193507201
00fa9e94308ded519a2bfcbbae6bc18b	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;__;__;__	0.999934373976313
00fe33bf208d5bebb38f3da8992be7ba	k__Bacteria;__;__;__;__;__;__	0.990359140598646
00ff0650a03ce436b6b7c4d7fb5983b5	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus;s__kestanbolensis;	0.88863935712392
0101cc6c247c634349995fa8f3917e8f	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;__	0.996105880891323
01028a28c4bb933d271a4ddbaff9f534	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Thalassomonas;__	0.997359526991318
0103b01479bdde3a02e9e0f34d520afa	k__Bacteria;p__Bacteroidetes;__;__;__;__;__	0.804488314173012
01054a69aede64f98b2084e18aa0ec91	k__Bacteria;p__Proteobacteria;c__TA18;o__CV90;__;__;__	0.867491269021466
010644966dd10ee2f3b06660977b509a	k__Bacteria;p__Bacteroidetes;__;__;__;__;__	0.859626695136597
0106dc38229a3c2e69662340b80f3b60	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__;__	0.9154614595746
010fbe2858dc1f453b74a6918f656a8b	k__Bacteria;__;__;__;__;__;__	0.997461677731914
010feab888bba66f88dcc134fe8bc494	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;__;__;__	0.9089361272935
011135438765e1c8b53738ccc1a57dab	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;__;__	0.812786116464355
011154bb1aca0e7fae0e49af42677a93	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;__	0.724730305261196
0115de2210f692417792b849a7ff51e0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;__;__	0.999029982747637
01185006b1f7bc7ae184bb5a186a3eb4	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__azotifigens;	0.825331767401025
